Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Computer programming,Programming languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Primary language,projectName
6644c5e00a501ade9dd190cb,65583ffa38bfc41805a553cd,APPROVED,Not Applicable,2024-05-15T14:27:20.666000Z,2024-05-15T14:52:31.144000Z,2024-05-16T01:40:53.450000Z,2024-05-15T14:54:03.151739Z,1511.0,C8MRP57T,8,Yes,"Java, C and C++, Go, Javascript, Python, PHP, HTML",23,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time,"English, Other",online-easy_ransom_notes-with-b3
6644c8e698b7e4fe6297d32b,653fc00d3035a31db0314c28,APPROVED,Not Applicable,2024-05-15T14:38:34.238000Z,2024-05-15T15:00:39.388000Z,2024-05-16T01:40:53.708000Z,2024-05-15T15:00:39.858773Z,1326.0,C8MRP57T,102,Yes,"Javascript, HTML, TypeScript, CSS, SQL",37,Female,White,Azerbaijan,Netherlands,Azerbaijan,Other,No,Full-Time,English,online-easy_ransom_notes-with-b3
6644d3a3053188386212c500,6497e970e2621e753513a695,APPROVED,Not Applicable,2024-05-15T15:25:28.199000Z,2024-05-15T15:51:02.316000Z,2024-05-16T01:40:53.966000Z,2024-05-15T15:51:41.846797Z,1535.0,C8MRP57T,243,Yes,"Python, SQL, Javascript, Java",24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,English,online-easy_ransom_notes-with-b3
6644d964c401ce330963e563,65d935f75fde30418cc7dad4,APPROVED,Not Applicable,2024-05-15T15:48:58.618000Z,2024-05-15T15:54:59.517000Z,2024-05-16T01:40:54.222000Z,2024-05-15T15:55:00.486560Z,361.0,C8MRP57T,240,Yes,"Ruby, Javascript",23,Female,White,Peru,United States,Peru,Spanish,Yes,Part-Time,English,online-easy_ransom_notes-with-b3
6644c595922649bc4fa4a285,60f6db0889f6a75afba3ff5b,RETURNED,Not Applicable,2024-05-15T14:24:49.455000Z,,,,,,125,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644c598ad06312450a9411b,65ae855348b0074871b566ea,RETURNED,Not Applicable,2024-05-15T14:24:36.079000Z,,,,,,72,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644c5f3925f32cfa950d361,611044a2eb8abb0a83e9ddb4,RETURNED,Not Applicable,2024-05-15T14:26:12.856000Z,,,,,,116,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644c92b38b07b2b6aaa4237,6159d36b31fe01e003282538,RETURNED,Not Applicable,2024-05-15T14:40:15.719000Z,,,,,,292,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644ca43075401970aca4338,64e905e3eea5a5ce019a1f88,TIMED-OUT,Not Applicable,2024-05-15T14:47:37.137000Z,,,,175179.0,,178,Yes,Javascript,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,English,online-easy_ransom_notes-with-b3
6644ca61053188386212c2d4,608d9d9ff4a38e374ba1acad,REJECTED,Not Applicable,2024-05-15T14:44:52.815000Z,2024-05-15T14:49:58.206000Z,2024-05-15T15:24:01.030000Z,2024-05-15T14:49:59.569000Z,306.0,NOCODE,195,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644d893452c119eee8e4fa3,65d2157313d9c8026aa915c7,RETURNED,Not Applicable,2024-05-15T15:55:23.801000Z,,,,,,145,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6644d8a6a70e4dd011fb7d1e,611cf0fcb571ffef2625d948,RETURNED,Not Applicable,2024-05-15T15:46:03.871000Z,,,,,,730,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,online-easy_ransom_notes-with-b3
6637f026d2907ed00a9a1a4d,65a54520efb432c2831d10d6,APPROVED,Not Applicable,2024-05-05T20:46:43.146000Z,2024-05-05T21:14:12.658000Z,2024-05-14T09:29:18.240000Z,2024-05-05T21:16:51.817084Z,1650.0,C8MRP57T,1,Yes,Javascript,26,Female,Black,Lesotho,South Africa,Lesotho,English,No,Unemployed (and job seeking),English,online-easy_ransom_notes-without-b2
6637f055451a5cd260b29873,629625e303590ce5fcbcc825,APPROVED,Not Applicable,2024-05-05T20:50:36.293000Z,2024-05-05T21:12:48.659000Z,2024-05-14T09:29:18.594000Z,2024-05-05T21:12:49.216215Z,1333.0,C8MRP57T,155,Yes,"HTML, Javascript, CSS",44,Female,White,Canada,United Kingdom,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,online-easy_ransom_notes-without-b2
