Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Computer programming,Programming languages,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6637e9306fbc7854a4597508,60ce3a64dc89ad902dcd3e02,APPROVED,Not Applicable,2024-05-05T20:17:43.273000Z,2024-05-05T20:44:38.996000Z,2024-05-14T09:27:00.781000Z,2024-05-05T20:46:36.780386Z,1616.0,C8MRP57T,197,Yes,"C#, Javascript, CSS, HTML, PHP",English,29,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
6637e96af107e381709aa82d,5e91128ddf10df4440f6243f,APPROVED,Not Applicable,2024-05-05T20:17:46.437000Z,2024-05-05T20:30:59.782000Z,2024-05-14T09:27:01.062000Z,2024-05-05T20:31:00.512225Z,794.0,C8MRP57T,671,Yes,"C#, C and C++, Java, Javascript, HTML, Kotlin, PHP, Python","Italian, English",37,Male,White,Italy,Italy,Italy,Italian,No,DATA_EXPIRED
6637e9b76c3dfc85de2cf32c,610425405cd96682f2d3ff07,APPROVED,Not Applicable,2024-05-05T20:19:59.784000Z,2024-05-05T20:36:41.377000Z,2024-05-14T09:27:01.331000Z,2024-05-05T20:37:29.987216Z,1002.0,C8MRP57T,44,Yes,"Java, Javascript, Python",English,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
6637eaf9451a5cd260b29763,60db8f99cfcb1b050dbc66b5,APPROVED,Not Applicable,2024-05-05T20:24:36.847000Z,2024-05-05T20:41:34.932000Z,2024-05-14T09:27:01.603000Z,2024-05-05T20:41:35.889540Z,1019.0,C8MRP57T,180,Yes,"Java, HTML, Javascript","Portuguese, English",21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
6637ec2031e144042603bf33,65b011d3c75e0c8536526b93,APPROVED,Not Applicable,2024-05-05T20:29:25.831000Z,2024-05-05T20:53:33.062000Z,2024-05-14T09:27:01.845000Z,2024-05-05T20:56:59.912317Z,1448.0,C8MRP57T,43,Yes,"C and C++, CSS, Java, Javascript, HTML, Python, SQL, TypeScript",English,26,Male,Asian,India,Canada,India,Punjabi,Yes,Part-Time
663bd39a65bae793c4fdfeb8,6529416fca661cf7ee143821,APPROVED,Not Applicable,2024-05-08T19:33:54.782000Z,2024-05-08T19:42:36.380000Z,2024-05-14T09:27:02.113000Z,2024-05-08T19:44:25.607695Z,522.0,C8MRP57T,90,Yes,"C#, Java, C and C++, CSS, HTML, Javascript, Python, Matlab, PHP, SQL","Afrikaans, English",29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
663bd3efa3f206cb92c89d34,6159e83b6407a6d5345d3b99,APPROVED,Not Applicable,2024-05-08T19:35:21.489000Z,2024-05-08T19:55:30.976000Z,2024-05-14T09:27:02.378000Z,2024-05-08T19:56:33.676695Z,1210.0,C8MRP57T,119,Yes,"Java, Javascript, HTML, TypeScript","English, Other",26,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
663bd41a6a5c3ff01e695328,65523123662559399b1aa48a,APPROVED,Not Applicable,2024-05-08T19:36:01.200000Z,2024-05-08T19:52:26.404000Z,2024-05-14T09:27:02.667000Z,2024-05-08T19:52:27.090069Z,986.0,C8MRP57T,52,Yes,"Javascript, HTML, Matlab, Python, SQL",English,19,Female,Other,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
663bebed7a4cbcbe6e8706ce,6609688e8e4fe9698ab13a66,APPROVED,Not Applicable,2024-05-08T21:24:19.357000Z,2024-05-08T21:38:44.312000Z,2024-05-14T09:27:02.930000Z,2024-05-08T21:38:45.331461Z,865.0,C8MRP57T,128,Yes,"C#, C and C++, CSS, Java, Javascript, HTML, PHP, Python, SQL",English,41,Male,White,Canada,Canada,Canada,English,No,Full-Time
6637e83a8380f8c0605a8cd3,660880928e59d87f95105427,RETURNED,Not Applicable,2024-05-05T20:12:42.920000Z,,,,,,24,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6637e99b0a6baa7f2fa467d0,60fed4cff6fca4cf2b6996f8,RETURNED,Not Applicable,2024-05-05T20:18:43.400000Z,,,,,,156,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bd38e04383a5213e5b066,65bff2b433274138661c174a,REJECTED,Not Applicable,2024-05-08T19:33:45.053000Z,2024-05-08T19:57:00.940000Z,2024-05-14T00:50:08.867000Z,2024-05-08T19:57:05.216000Z,1396.0,C8MRP57T,54,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bd395c144633bde5db9cf,5d960c43fbfe0500171450c7,TIMED-OUT,Not Applicable,2024-05-08T19:34:28.864000Z,,,,763396.0,,1281,Yes,"CSS, HTML, Javascript",English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
663bd39772abe39bcdc5e4e2,6501b49d77b34a7d818d0330,RETURNED,Not Applicable,2024-05-08T19:33:43.585000Z,,,,,,182,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663bd3a4fdb55c31b6410b5b,650222d04fe305c48c9a98ee,RETURNED,Not Applicable,2024-05-08T19:33:56.109000Z,,,,,,180,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
663be45ae9c650855c1f7d7b,5faeb56b25a37f01d47d326c,RETURNED,Not Applicable,2024-05-08T20:45:14.368000Z,,,,,,283,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
